id,Ãû×Ö,Ä£ÐÍid,Í·ÏñID,¹¥»÷ÀàÐÍ,µÈ¼¶,ÉúÃüÖµ,ÒÆ¶¯ËÙ¶È,¹¥»÷·¶Î§,Îï¹¥,·¨¹¥,ÎïÀí·ÀÓù,·¨Êõ·ÀÓù,ÃüÖÐ,¶ãÉÁ,±©»÷,¿¹±©,¼¼ÄÜ1,¼¼ÄÜ1µÄÊ¹ÓÃ¸ÅÂÊ,¼¼ÄÜ1µÄÊ©·¨Ê±¼ä,¼¼ÄÜ2,¼¼ÄÜ2µÄÊ¹ÓÃ¸ÅÂÊ,¼¼ÄÜ2µÄÊ©·¨Ê±¼ä,¼¼ÄÜ3,¼¼ÄÜ3µÄÊ¹ÓÃ¸ÅÂÊ,¼¼ÄÜ3µÄÊ©·¨Ê±¼ä,¼¼ÄÜ4,¼¼ÄÜ4µÄÊ¹ÓÃ¸ÅÂÊ,¼¼ÄÜ4µÄÊ©·¨Ê±¼ä,É¾³ý
2405,ÖÎÁÆËþ,346,253,0,30,1800,22050,,350,350,251,238,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
2406,Ê¯¹Ö,341,24,0,67,4000,16000,,2000,2000,866,822,1253,744,,,701002,10000,1500,,,,,,,,,,É¾³ý
2407,Ê¯¾ÞÈË,1055,69,0,67,20000,16000,,3500,3500,1039,987,1253,744,,,701002,10000,1500,,,,,,,,,,É¾³ý
2408,»ú¹ØÈË,682,32,0,40,7582,15500,,1804,1804,451,428,371,226,,,701002,10000,1500,,,,,,,,,,É¾³ý
2409,»ú¹ØÄñ,539,33,0,40,350,16550,,928,928,376,357,371,226,,,701002,10000,1500,,,,,,,,,,É¾³ý
2410,Ê±¿ÕÃÅ,348,143,0,40,612,22050,,524,524,376,357,371,226,,,0,10000,1500,,,,,,,,,,É¾³ý
2411,»º·ç,1927,459,1,94,9756,33550,,4670,4670,4145,3937,3469,2120,,,0,10000,1500,,,,,,,,,,É¾³ý
2412,·çÀï×í,509,15,0,94,155000,10000,,16500,16500,4974,4725,3469,2120,,,701002,10000,1500,,,,,,,,,,É¾³ý
2413,¾øµØÎäÊ¿,1403,486,0,42,12000,15500,,1600,1600,488,463,397,241,,,701002,10000,3000,,,,,,,,,,É¾³ý
2414,ÎÞÓÇ¼ýÊ¿,1393,438,0,42,255,22050,,2400,2400,366,447,397,241,,,706014,10000,5000,,,,,,,,,,É¾³ý
2415,ÆÇ¾§,1417,318,0,75,9074,22050,,2013,2013,1733,1646,1933,1155,,,0,10000,1500,,,,,,,,,,É¾³ý
2416,»ê¾§,1928,317,0,63,16000,22050,,1002,1002,779,740,925,544,,,0,10000,1500,,,,,,,,,,É¾³ý
2417,ÓùÐéµÀÈË,1263,413,0,62,27000,14000,,5000,5000,700,700,844,495,,,702002,10000,1500,,,,,,,,,,É¾³ý
2418,Í¬ÐÄ,1356,437,0,76,4000,60000,,10000,10000,1870,1776,2021,1207,,,701002,10000,1500,,,,,,,,,,É¾³ý
2419,Î´ãý,1321,1,0,79,2500,8000,,10000,10000,100,100,2278,1364,,,701002,10000,1500,,,,,,,,,,É¾³ý
2420,ÖÎÁÆËþ,346,253,0,56,2500,22050,,672,672,643,610,610,359,,,0,10000,1500,,,,,,,,,,É¾³ý
2421,ÂíÐÐ,1717,519,0,56,17000,11000,,4000,4000,771,732,610,359,,,701002,10000,1500,,,,,,,,,,É¾³ý
2422,»ð±¬½«,671,385,0,82,50000,14550,,11000,11000,1000,1000,2540,1527,,,701002,10000,1500,,,,,,,,,,É¾³ý
2423,ÊÜÈè±ø,1926,520,1,82,5787,13550,,3033,3033,2682,2547,2540,1527,,,0,10000,1500,,,,,,,,,,É¾³ý
2424,Õ¨µ¯,79,250,0,82,5787,22050,,3033,3033,2682,2547,254000,1527,,,0,10000,1500,,,,,,,,,,É¾³ý
2425,¸Ê·å,975,484,0,76,100000,15000,,9400,9400,2244,2131,2021,1207,,,701002,10000,1500,,,,,,,,,,É¾³ý
2426,ÒþÉí1,1979,327,1,29,263,22050,,280,280,241,228,258,161,,,0,10000,1500,,,,,,,,,,É¾³ý
2427,ÒþÉí2,722,327,1,58,1139,22050,,710,710,688,653,642,377,,,0,10000,1500,,,,,,,,,,É¾³ý
2428,ÒþÉí3,722,327,1,58,1139,22050,,710,710,688,653,642,377,,,0,10000,1500,,,,,,,,,,É¾³ý
2429,Ðý·ç,1503,505,1,58,1139,22050,,710,710,688,653,642,377,,,0,10000,1500,,,,,,,,,,É¾³ý
2430,»ú¹ØÊ¦,1001,482,0,55,17000,11000,,3600,3600,751,713,593,349,,,701002,10000,1500,,,,,,,,,,É¾³ý
2431,·ç,1503,335,0,55,7096,39999,,786,786,751,713,593,349,,,873113,10000,1500,,,,,,,,,,É¾³ý
2432,¶£,1332,453,0,70,12000,18000,,5000,5000,1862,1768,1740,1023,,,701002,10000,1500,,,,,,,,,,É¾³ý
2433,ßË,1332,453,0,70,12000,18000,,5000,5000,1862,1768,1740,1023,,,701002,10000,1500,,,,,,,,,,É¾³ý
2434,àÖ,1332,453,0,70,12000,18000,,5000,5000,1862,1768,1740,1023,,,701002,10000,1500,,,,,,,,,,É¾³ý
2435,àª,1332,453,0,70,12000,18000,,5000,5000,1862,1768,1740,1023,,,701002,10000,1500,,,,,,,,,,É¾³ý
2436,ÂäÓê,1911,530,0,58,16000,11000,,3850,3850,825,783,642,377,,,701002,10000,1500,,,,,,,,,,É¾³ý
2437,¶£,1332,453,0,58,3500,11550,,2660,2660,688,653,642,377,,,701002,10000,1500,,,,,,,,,,É¾³ý
2438,ßË,1332,453,0,58,3500,12550,,2660,2660,688,653,642,377,,,701002,10000,1500,,,,,,,,,,É¾³ý
2439,àÖ,1332,453,0,58,3500,11550,,2660,2660,688,653,642,377,,,701002,10000,1500,,,,,,,,,,É¾³ý
2440,àª,1332,453,0,58,3500,12000,,2660,2660,688,653,642,377,,,701002,10000,1500,,,,,,,,,,É¾³ý
2441,Ï²,1915,61,0,85,20000,13000,,10000,10000,1000,1000,2802,1689,,,701002,10000,1500,,,,,,,,,,É¾³ý
2442,Å­,1915,61,0,85,20000,13000,,10000,10000,1000,1000,2802,1689,,,701002,10000,1500,,,,,,,,,,É¾³ý
2443,°§,1915,61,0,85,20000,13000,,10000,10000,1000,1000,2802,1689,,,701002,10000,1500,,,,,,,,,,É¾³ý
2444,ÀÖ,1915,61,0,85,20000,13000,,10000,10000,1000,1000,2802,1689,,,701002,10000,1500,,,,,,,,,,É¾³ý
2445,ÐÄÇç,1891,532,0,85,100000,13000,,13000,13000,3700,3515,2802,1689,,,701002,10000,1500,,,,,,,,,,É¾³ý
2446,×íÈë·ç,1575,327,0,60,20000,12000,,5000,5000,868,824,680,395,,,701002,10000,1500,,,,,,,,,,É¾³ý
2447,Ä§ÁúÅ®,1893,597,0,75,41016,22850,,4999,4999,2079,1975,1933,1155,,,701002,10000,1500,,,,,,,,,,É¾³ý
2448,ÍÜ¾«,1889,598,0,75,26033,9550,,1710,1710,1733,1646,1933,1155,,,701002,10000,1500,,,,,,,,,,É¾³ý
2449,ÄÑÐÖ,1225,485,0,76,35000,14000,,5000,5000,2019,2468,2021,1207,,,707028,10000,1500,,,,,,,,,,É¾³ý
2450,ÄÑµÜ,975,484,0,76,55000,14000,,8400,8400,2244,2131,2021,1207,,,701002,10000,1500,,,,,,,,,,É¾³ý
2451,µ¥¶þÒ¯,1555,328,0,79,120000,12000,,13500,13500,2733,2596,2278,1364,,,701002,10000,1500,,,,,,,,,,É¾³ý
2452,ÓùÐéµÀÈË,1263,413,0,75,70000,22050,,4000,4000,1500,1500,1933,1155,,,707028,10000,1500,,,,,,,,,,É¾³ý
2453,µÛ»ê,1782,647,0,65,18000,22000,,2200,2200,700,700,1090,643,,,701002,10000,1500,,,,,,,,,,É¾³ý
2454,åú»ê,1534,329,0,65,12000,22000,,2000,2000,700,700,1090,643,,,707028,10000,1500,,,,,,,,,,É¾³ý
2455,ÖÎÁÆËþ,346,253,0,65,4000,22050,,1049,1049,817,776,1090,643,,,0,10000,1500,,,,,,,,,,É¾³ý
2456,Í¨ÌìËþ±¦Ïä,2725,778,1,100,226491,21500,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2457,±¦Ïä,2725,778,1,100,226491,21500,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2466,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,226491,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2467,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,226491,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2468,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,226491,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2469,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,226491,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2470,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,226491,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2471,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2472,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2473,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2474,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2475,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2476,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2477,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2478,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2479,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2480,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2481,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2482,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2483,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2484,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2485,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2486,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2487,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2488,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2489,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2490,µÈ´ýÊÒ»¥´«Ê¹,2457,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2491,³Ç³Ø´«ËÍÊ¦,2457,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2492,ÎÞ³Ç³Ø´«ËÍÊ¦,2457,686,1,100,75497,11875,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2493,¸´»îÁúÈª,2861,642,0,150,2107762,9000,,17401,17401,14315,13599,7919,4867,,,0,10000,1500,,,,,,,,,,É¾³ý
2494,¸´»îÁúÈª,2861,642,0,150,2107762,9000,,17401,17401,14315,13599,7919,4867,,,0,10000,1500,,,,,,,,,,É¾³ý
2501,òðÒí»¢,1350,314,0,4,18,21500,,55,55,41,38,79,1,,,701002,10000,1500,,,,,,,,,,É¾³ý
2502,Ç§Ò¶Áé,857,345,0,13,79,21500,,149,163,92,113,133,1,,,702002,10000,1500,,,,,,,,,,É¾³ý
2503,Ê÷Ñý,1991,76,0,8,58,21500,,95,95,67,63,101,1,,,701002,10000,1500,,,,,,,,,,É¾³ý
2504,Ê÷ÑýÕ½Ê¿,1990,77,0,6,46,21500,,75,75,54,51,90,1,,,701002,10000,1500,,,,,,,,,,É¾³ý
2505,Ð°½£Í¯×Ó,1989,437,0,9,62,21500,,106,106,74,70,108,1,,,701002,10000,1500,,,,,,,,,,É¾³ý
2506,¶¾Î×Ì½×Ó,570,407,0,7,50,21500,,85,85,61,57,96,1,,,701002,10000,1500,,,,,,,,,,É¾³ý
2507,¶¾Î×Âù±ø,864,384,0,10,70,21500,,116,116,81,76,114,1,,,701002,10000,1500,,,,,,,,,,É¾³ý
2508,¶¾Î×Õ½Ê¿,671,385,0,14,96,21500,,160,160,110,104,142,1,,,701002,10000,1500,,,,,,,,,,É¾³ý
2509,ÀÇÆïÊ¿,1941,517,0,14,96,21500,,160,160,110,104,142,1,,,701002,10000,1500,,,,,,,,,,É¾³ý
2510,»ðÁ«,1942,351,1,15,101,21500,,171,171,116,110,148,93,,,0,10000,1500,,,,,,,,,,É¾³ý
2511,°ÔÌì,1550,323,0,8,140,21500,,114,114,80,76,101,64,,,873062,8000,1500,873063,2000,1500,,,,,,,É¾³ý
2512,×ÏÃµ¹å,2278,351,1,15,101,21500,,171,171,116,110,148,93,,,0,10000,1500,,,,,,,,,,É¾³ý
2513,À¶Ãµ¹å,2279,351,1,15,101,21500,,171,171,116,110,148,93,,,0,10000,1500,,,,,,,,,,É¾³ý
2514,°×Ãµ¹å,2280,351,1,15,101,21500,,171,171,116,110,148,93,,,0,10000,1500,,,,,,,,,,É¾³ý
2515,ºìÃµ¹å,2281,351,1,15,101,21500,,171,171,116,110,148,93,,,0,10000,1500,,,,,,,,,,É¾³ý
2516,·ÛÃµ¹å,2282,351,1,15,101,21500,,171,171,116,110,148,93,,,0,10000,1500,,,,,,,,,,É¾³ý
2521,º®±ùÁéÊÞ,2094,455,0,42,566,21500,,560,560,407,386,397,241,,,701002,10000,1500,,,,,,,,,,É¾³ý
2522,º®±ù¼×Ê¿,2095,449,0,42,566,21500,,560,560,407,386,397,241,,,701002,10000,1500,,,,,,,,,,É¾³ý
2523,º®±ù²Êµû,1146,13,0,44,634,21500,,597,597,439,417,422,256,,,701002,10000,1500,,,,,,,,,,É¾³ý
2524,º®±ù¾ÞÈË,2096,450,0,44,634,21500,,597,597,439,417,422,256,,,701002,10000,1500,,,,,,,,,,É¾³ý
2525,º®±ù¾Þòþ,1352,313,0,53,961,21500,,776,776,591,561,559,331,,,701002,10000,1500,,,,,,,,,,É¾³ý
2526,º®±ùµ¶ÊÖ,2097,518,0,53,961,21500,,776,776,591,561,559,331,,,701002,10000,1500,,,,,,,,,,É¾³ý
2527,º®±ù¸«ÉÚ,933,410,0,55,1029,21500,,819,819,626,594,593,349,,,701002,10000,1500,,,,,,,,,,É¾³ý
2528,º®±ùÖØ½£Ê¿,2098,486,0,55,1029,21500,,819,819,626,594,593,349,,,701002,10000,1500,,,,,,,,,,É¾³ý
2529,º®±ùÇ¹»ê,621,29,0,62,1305,21500,,978,978,760,722,844,495,,,701002,10000,1500,,,,,,,,,,É¾³ý
2530,º®±ùµØ»ê,598,30,0,63,1347,21500,,1002,1002,779,740,925,544,,,701002,10000,1500,,,,,,,,,,É¾³ý
2531,º®±ùÚ¤»ê,933,410,0,64,1389,21500,,1025,1025,797,757,1008,594,,,701002,10000,1500,,,,,,,,,,É¾³ý
2532,º®±ùÎ×»ê,867,388,0,64,1389,21500,,1025,1025,797,757,1008,594,,,701002,10000,1500,,,,,,,,,,É¾³ý
2533,´«ËÍÊ¹Õß,2298,686,1,100,75497,21500,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2534,´«ËÍÊ¹Õß,2298,686,1,100,75497,21500,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2535,´«ËÍÊ¹Õß,2298,686,1,100,75497,21500,,6478,6478,5715,5429,3860,2375,,,0,10000,1500,,,,,,,,,,É¾³ý
2536,ÎÞ,1898,636,1,1,108,21500,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2537,ÎÞ,2015,80,1,1,108,21500,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2538,ÎÞ,68,107,1,1,108,21500,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2539,ÎÞ,69,106,1,1,108,21500,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2540,ÎÞ,2210,666,1,1,108,21500,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2541,ÎÞ,2211,667,1,1,108,21500,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2542,ÎÞ,44,93,1,1,108,21500,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2543,ÎÞ,45,84,1,1,108,21500,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2544,ÎÞ,47,82,1,1,108,21500,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2545,ÎÞ,2262,82,1,1,108,21500,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2546,ÎÞ,2263,82,1,1,108,16000,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2547,ÎÞ,2264,82,1,1,108,16000,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2548,ÎÞ,2265,82,1,1,108,21500,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2549,ÎÞ,2266,82,1,1,108,21500,,30,30,26,24,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2551,ÒìÊÞÓðÃ«,2107,349,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2552,ÑªÉ«Ë®¾§,2108,318,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2553,¶«º£ÈªÑÛ,2054,265,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2554,Ðþ±ù½£,2069,398,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2555,¶«º£±ùó¸,2109,377,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2556,×íÃÎÏÉ²Ý,187,147,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2557,ÆßÁéÏÉ»¨,2111,371,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2558,Ç§Ò¶Áé²Ý,2112,344,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2559,ÏÉÁé¹û,2113,347,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2560,·üÄ§ÏÉÖ¥,2114,354,1,1,18,21500,,25,25,22,20,62,40,,,0,10000,1500,,,,,,,,,,É¾³ý
2561,±Ë°¶ÏÉÁé,960,98,0,55,4868,21500,,941,941,723,686,593,349,,,701002,10000,1500,,,,,,,,,,É¾³ý
2562,·ÉÌìÏÉÁé,961,365,0,55,4868,21500,,941,941,723,686,593,349,,,701002,10000,1500,,,,,,,,,,É¾³ý
2563,Æß²ÊÏÉÁé,644,348,0,55,4868,21500,,941,941,723,686,593,349,,,701002,10000,1500,,,,,,,,,,É¾³ý
2564,ÈýÐÇ¾«,1145,96,0,80,25547,21500,,3151,3151,2787,2648,2365,1418,,,701002,10000,1500,,,,,,,,,,É¾³ý
2565,ÏÉºÉ¾«,2019,370,0,80,25547,21500,,3151,3151,2787,2648,2365,1418,,,701002,10000,1500,,,,,,,,,,É¾³ý
2566,Áé»¨¾«,1405,350,0,80,25547,21500,,3151,3151,2787,2648,2365,1418,,,701002,10000,1500,,,,,,,,,,É¾³ý
2567,ÌìÎ×ÓÂÊ¿,1505,410,0,97,55694,21500,,5786,5786,5144,4886,3662,2246,,,701002,10000,1500,,,,,,,,,,É¾³ý
2568,ÌìÎ×·¨Ê¦,645,413,0,97,55694,21500,,5786,5786,5144,4886,3662,2246,,,701002,10000,1500,,,,,,,,,,É¾³ý
2569,ÌìÎ×½£Áé,1143,380,0,97,55694,21500,,5786,5786,5144,4886,3662,2246,,,701002,10000,1500,,,,,,,,,,É¾³ý
2570,ÃÎÐÄ»¨,1545,498,1,15,152,21500,,171,171,128,121,148,93,,,0,10000,1500,,,,,,,,,,É¾³ý
2571,¶«º£ÆæÊ¯,497,97,1,15,152,21500,,171,171,128,121,148,93,,,0,10000,1500,,,,,,,,,,É¾³ý
2572,³¾ÏÉºÉ,483,351,1,15,152,21500,,171,171,128,121,148,93,,,0,10000,1500,,,,,,,,,,É¾³ý
2601,ÕæÎäµÜ×Ó,2115,153,2,10,105,8000,,2,2,89,84,114,71,,,0,10000,1500,,,,,,,,,,É¾³ý
2602,ÕæÎäµÜ×Ó,2125,156,2,20,210,8000,,2,2,168,160,182,114,,,0,10000,1500,,,,,,,,,,É¾³ý
2603,ÕæÎäµÜ×Ó,2135,148,2,30,419,8000,,1,1,276,262,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
2604,ÕæÎäµÜ×Ó,2116,166,2,10,105,8000,,2,2,89,84,114,71,,,0,10000,1500,,,,,,,,,,É¾³ý
2605,ÕæÎäµÜ×Ó,2126,165,2,20,210,8000,,2,2,168,160,182,114,,,0,10000,1500,,,,,,,,,,É¾³ý
2606,ÕæÎäµÜ×Ó,2136,158,2,30,419,8000,,1,1,276,262,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
2607,Ðþ×ÚµÜ×Ó,2117,155,2,10,105,8000,,2,2,89,84,114,71,,,0,10000,1500,,,,,,,,,,É¾³ý
2608,Ðþ×ÚµÜ×Ó,2127,152,2,20,210,8000,,2,2,168,160,182,114,,,0,10000,1500,,,,,,,,,,É¾³ý
2609,Ðþ×ÚµÜ×Ó,2137,157,2,30,419,8000,,1,1,276,262,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
2610,Ðþ×ÚµÜ×Ó,2118,163,2,10,105,8000,,2,2,89,84,114,71,,,0,10000,1500,,,,,,,,,,É¾³ý
2611,Ðþ×ÚµÜ×Ó,2128,165,2,20,210,8000,,2,2,168,160,182,114,,,0,10000,1500,,,,,,,,,,É¾³ý
2612,Ðþ×ÚµÜ×Ó,2138,164,2,30,419,8000,,1,1,276,262,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
2613,ÐÞÂÞµÜ×Ó,2119,150,2,10,105,8000,,2,2,89,84,114,71,,,0,10000,1500,,,,,,,,,,É¾³ý
2614,ÐÞÂÞµÜ×Ó,2129,154,2,20,210,8000,,2,2,168,160,182,114,,,0,10000,1500,,,,,,,,,,É¾³ý
2615,ÐÞÂÞµÜ×Ó,2139,151,2,30,419,8000,,1,1,276,262,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
2616,ÐÞÂÞµÜ×Ó,2120,160,2,10,105,8000,,2,2,89,84,114,71,,,0,10000,1500,,,,,,,,,,É¾³ý
2617,ÐÞÂÞµÜ×Ó,2130,159,2,20,210,8000,,2,2,168,160,182,114,,,0,10000,1500,,,,,,,,,,É¾³ý
2618,ÐÞÂÞµÜ×Ó,2140,161,2,30,419,8000,,1,1,276,262,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
2619,ÁéÐÄµÜ×Ó,2121,152,2,10,105,8000,,2,2,89,84,114,71,,,0,10000,1500,,,,,,,,,,É¾³ý
2620,ÁéÐÄµÜ×Ó,2131,149,2,20,210,8000,,2,2,168,160,182,114,,,0,10000,1500,,,,,,,,,,É¾³ý
2621,ÁéÐÄµÜ×Ó,2141,157,2,30,419,8000,,1,1,276,262,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
2622,ÁéÐÄµÜ×Ó,2122,163,2,10,105,8000,,2,2,89,84,114,71,,,0,10000,1500,,,,,,,,,,É¾³ý
2623,ÁéÐÄµÜ×Ó,2132,162,2,20,210,8000,,2,2,168,160,182,114,,,0,10000,1500,,,,,,,,,,É¾³ý
2624,ÁéÐÄµÜ×Ó,2142,164,2,30,419,8000,,1,1,276,262,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
2625,ÌìÓðµÜ×Ó,2123,156,2,10,105,8000,,2,2,89,84,114,71,,,0,10000,1500,,,,,,,,,,É¾³ý
2626,ÌìÓðµÜ×Ó,2133,154,2,20,210,8000,,2,2,168,160,182,114,,,0,10000,1500,,,,,,,,,,É¾³ý
2627,ÌìÓðµÜ×Ó,2143,151,2,30,419,8000,,1,1,276,262,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
2628,ÌìÓðµÜ×Ó,2124,158,2,10,105,8000,,2,2,89,84,114,71,,,0,10000,1500,,,,,,,,,,É¾³ý
2629,ÌìÓðµÜ×Ó,2134,165,2,20,210,8000,,2,2,168,160,182,114,,,0,10000,1500,,,,,,,,,,É¾³ý
2630,ÌìÓðµÜ×Ó,2144,161,2,30,419,8000,,1,1,276,262,266,166,,,0,10000,1500,,,,,,,,,,É¾³ý
2631,ÌìÓðµÜ×Ó,2163,153,2,50,1280,8000,,715,715,595,564,508,303,,,0,10000,1500,,,,,,,,,,É¾³ý
2632,ÕæÎäµÜ×Ó,2164,166,2,50,1280,8000,,715,715,595,564,508,303,,,0,10000,1500,,,,,,,,,,É¾³ý
2633,ÕæÎäµÜ×Ó,2165,155,2,50,1280,8000,,715,715,595,564,508,303,,,0,10000,1500,,,,,,,,,,É¾³ý
2634,Ðþ×ÚµÜ×Ó,2166,150,2,50,1280,8000,,715,715,595,564,508,303,,,0,10000,1500,,,,,,,,,,É¾³ý
2635,ÐÞÂÞµÜ×Ó,2167,163,2,50,1280,8000,,715,715,595,564,508,303,,,0,10000,1500,,,,,,,,,,É¾³ý
